2019;27;2019.07.05.;0;0 EUR;0;387 121 EUR;0;78 972 690 Ft;0;1 548 460 Ft;8;88 895 Ft;16;39 015 Ft;32;23 670 Ft;594;6 645 Ft;428;8 325 Ft;1122;5 030 Ft;2379;3 960 Ft;8690;2 805 Ft;1;15;34;48;50;6;10
2019;26;2019.06.28.;0;18 927 585 EUR;0;1 644 386 EUR;0;23 961 050 Ft;1;1 189 555 Ft;20;59 045 Ft;48;28 700 Ft;46;16 330 Ft;774;4 680 Ft;658;5 810 Ft;1416;4 190 Ft;3131;2 950 Ft;11213;2 140 Ft;18;25;26;35;38;5;6
2019;25;2019.06.21.;0;0 EUR;0;525 446 EUR;0;32 157 320 Ft;1;2 061 350 Ft;10;83 725 Ft;18;39 015 Ft;36;21 385 Ft;643;6 415 Ft;641;6 765 Ft;1215;5 230 Ft;3513;3 035 Ft;10389;2 570 Ft;20;27;37;41;45;1;7
2019;24;2019.06.14.;0;55 280 363 EUR;1;1 069 537 EUR;0;72 728 495 Ft;0;1 691 345 Ft;11;91 670 Ft;35;35 895 Ft;51;21 530 Ft;918;6 070 Ft;716;7 545 Ft;1713;4 710 Ft;3691;3 555 Ft;12847;2 630 Ft;8;23;40;41;42;2;10
2019;23;2019.06.07.;0;0 EUR;0;668 167 EUR;0;40 891 825 Ft;2;1 793 475 Ft;16;79 965 Ft;46;34 740 Ft;49;17 630 Ft;871;5 460 Ft;861;5 925 Ft;1473;4 395 Ft;4437;2 860 Ft;13919;2 285 Ft;7;8;20;35;38;5;9
2019;22;2019.05.31.;0;0 EUR;0;369 547 EUR;1;31 411 525 Ft;4;1 336 655 Ft;14;71 815 Ft;31;35 605 Ft;53;15 200 Ft;813;5 405 Ft;777;5 460 Ft;1354;4 655 Ft;4322;2 545 Ft;12240;2 285 Ft;10;12;35;36;43;2;5
2019;21;2019.05.24.;0;0 EUR;1;438 302 EUR;0;22 353 400 Ft;3;961 415 Ft;17;75 865 Ft;31;34 100 Ft;105;11 935 Ft;960;4 795 Ft;1444;4 795 Ft;1489;4 770 Ft;8411;2 225 Ft;13200;2 225 Ft;8;26;38;47;50;3;7
2019;20;2019.05.17.;0;0 EUR;0;423 216 EUR;0;24 667 480 Ft;0;846 425 Ft;16;57 050 Ft;29;31 730 Ft;75;13 755 Ft;994;4 450 Ft;826;5 810 Ft;1406;4 365 Ft;4450;2 860 Ft;12745;2 285 Ft;20;27;33;35;46;5;9
2019;19;2019.05.10.;0;45 000 000 EUR;0;994 790 EUR;0;19 169 830 Ft;1;771 920 Ft;46;46 270 Ft;60;22 195 Ft;116;10 175 Ft;1639;3 990 Ft;1930;3 990 Ft;2558;3 440 Ft;8303;2 140 Ft;21327;1 935 Ft;5;7;15;19;29;3;8
2019;18;2019.05.03.;0;0 EUR;0;2 739 674 EUR;0;46 574 460 Ft;3;1 122 275 Ft;30;64 275 Ft;51;27 050 Ft;79;14 595 Ft;1302;4 565 Ft;952;5 695 Ft;2420;3 700 Ft;4416;2 920 Ft;17018;2 110 Ft;3;9;10;19;42;1;7
2019;17;2019.04.26.;0;0 EUR;0;2 301 093 EUR;0;29 338 935 Ft;1;954 105 Ft;11;72 655 Ft;26;30 345 Ft;69;13 990 Ft;894;5 030 Ft;1022;5 030 Ft;1573;4 135 Ft;5867;2 310 Ft;13777;2 255 Ft;1;6;11;17;38;4;8
2019;16;2019.04.19.;0;0 EUR;0;681 183 EUR;0;23 160 230 Ft;1;1 197 935 Ft;17;77 280 Ft;30;33 840 Ft;44;22 195 Ft;943;5 580 Ft;666;7 340 Ft;1524;4 595 Ft;3462;3 325 Ft;14470;2 400 Ft;18;21;37;43;47;1;3
2019;15;2019.04.12.;0;0 EUR;0;480 924 EUR;0;49 054 255 Ft;1;961 820 Ft;20;73 465 Ft;41;30 520 Ft;80;14 160 Ft;949;5 060 Ft;1126;5 060 Ft;1648;4 450 Ft;6322;2 310 Ft;13562;2 310 Ft;14;16;21;30;37;4;8
2019;14;2019.04.05.;0;0 EUR;1;893 119 EUR;0;26 028 035 Ft;1;1 840 350 Ft;16;91 700 Ft;26;38 265 Ft;49;23 060 Ft;719;6 790 Ft;707;7 830 Ft;1418;5 060 Ft;3956;3 525 Ft;11802;2 775 Ft;22;31;43;44;50;1;9
2019;13;2019.03.29.;0;0 EUR;0;830 333 EUR;0;29 187 930 Ft;3;1 621 550 Ft;20;63 580 Ft;33;29 910 Ft;37;21 705 Ft;1243;4 740 Ft;644;7 715 Ft;1744;4 015 Ft;3002;3 755 Ft;16893;2 170 Ft;4;9;15;24;42;8;9
2019;12;2019.03.22.;0;0 EUR;0;0 EUR;0;23 378 335 Ft;2;1 298 795 Ft;13;93 865 Ft;15;41 210 Ft;43;20 780 Ft;837;6 010 Ft;801;6 995 Ft;1284;5 085 Ft;4583;3 150 Ft;14984;2 370 Ft;15;20;24;44;49;7;9
